"id","district","state"
"721129","Medinipur West","West Bengal"
"721130","Medinipur East","West Bengal"
"721131","Medinipur West","West Bengal"
"721132","Medinipur West","West Bengal"
"721133","Medinipur West","West Bengal"
"721134","Medinipur East","West Bengal"
"721135","Medinipur West","West Bengal"
"721136","Medinipur West","West Bengal"
"721137","Medinipur East","West Bengal"
"721139","Medinipur East","West Bengal"
"721140","Medinipur West","West Bengal"
"721143","Jhargram","West Bengal"
"721144","Medinipur West","West Bengal"
"721145","Medinipur West","West Bengal"
"721146","Medinipur West","West Bengal"
"721147","Medinipur West","West Bengal"
"721148","Medinipur West","West Bengal"
"721149","Medinipur West","West Bengal"
"721150","Medinipur West","West Bengal"
"721151","Medinipur East","West Bengal"
"721152","Medinipur East","West Bengal"
"721153","Medinipur West","West Bengal"
"721154","Medinipur East","West Bengal"
"721155","Medinipur West","West Bengal"
"721156","Medinipur West","West Bengal"
"721157","Medinipur West","West Bengal"
"721158","Medinipur East","West Bengal"
"721159","Jhargram","West Bengal"
"721160","Medinipur West","West Bengal"
"721161","Medinipur West","West Bengal"
"721166","Medinipur West","West Bengal"
"721171","Medinipur East","West Bengal"
"721172","Medinipur East","West Bengal"
"721201","Medinipur West","West Bengal"
"721211","Medinipur West","West Bengal"
"721212","Medinipur West","West Bengal"
"721222","Medinipur West","West Bengal"
"721232","Medinipur West","West Bengal"
"721242","Medinipur West","West Bengal"
"721253","Medinipur West","West Bengal"
"721260","Medinipur West","West Bengal"
"721301","Medinipur West","West Bengal"
"721302","Medinipur West","West Bengal"
"721303","Medinipur West","West Bengal"
"721304","Medinipur West","West Bengal"
"721305","Medinipur West","West Bengal"
"721306","Medinipur West","West Bengal"
"721401","Medinipur East","West Bengal"
"721402","Medinipur East","West Bengal"
"721403","Medinipur East","West Bengal"
"721404","Medinipur East","West Bengal"
"721405","Medinipur East","West Bengal"
"721406","Medinipur East","West Bengal"
"721420","Medinipur West","West Bengal"
"721422","Medinipur East","West Bengal"
"721423","Medinipur East","West Bengal"
"721424","Medinipur West","West Bengal"
"721425","Medinipur East","West Bengal"
"721426","Medinipur West","West Bengal"
"721427","Medinipur East","West Bengal"
"721428","Medinipur East","West Bengal"
"721429","Medinipur East","West Bengal"
"721430","Medinipur East","West Bengal"
"721431","Medinipur East","West Bengal"
"721432","Medinipur East","West Bengal"
"721433","Medinipur East","West Bengal"
"721434","Medinipur East","West Bengal"
"721435","Medinipur West","West Bengal"
"721436","Medinipur West","West Bengal"
"721437","Medinipur West","West Bengal"
"721438","Medinipur East","West Bengal"
"721439","Medinipur East","West Bengal"
"721440","Medinipur East","West Bengal"
"721441","Medinipur East","West Bengal"
"721442","Medinipur East","West Bengal"
"721443","Medinipur West","West Bengal"
"721444","Medinipur East","West Bengal"
"721445","Medinipur West","West Bengal"
"721446","Medinipur East","West Bengal"
"721447","Medinipur East","West Bengal"
"721448","Medinipur East","West Bengal"
"721449","Medinipur East","West Bengal"
"721450","Medinipur East","West Bengal"
"721451","Medinipur West","West Bengal"
"721452","Medinipur East","West Bengal"
"721453","Medinipur East","West Bengal"
"721454","Medinipur East","West Bengal"
"721455","Medinipur East","West Bengal"
"721456","Medinipur East","West Bengal"
"721457","Medinipur West","West Bengal"
"721458","Medinipur East","West Bengal"
"721463","Medinipur East","West Bengal"
"721467","Medinipur West","West Bengal"
"721501","Jhargram","West Bengal"
"721503","Jhargram","West Bengal"
"721504","Jhargram","West Bengal"
"721505","Jhargram","West Bengal"
"721506","Jhargram","West Bengal"
"721507","Jhargram","West Bengal"
"721513","Jhargram","West Bengal"
"721514","Jhargram","West Bengal"
"721515","Jhargram","West Bengal"
"721516","Jhargram","West Bengal"
"721517","Jhargram","West Bengal"
"721601","Medinipur East","West Bengal"
"721602","Medinipur East","West Bengal"
"721603","Medinipur East","West Bengal"
"721604","Medinipur East","West Bengal"
"721606","Medinipur East","West Bengal"
"721607","Medinipur East","West Bengal"
"721624","Medinipur East","West Bengal"
"721625","Medinipur East","West Bengal"
"721626","Medinipur East","West Bengal"
"721627","Medinipur East","West Bengal"
"721628","Medinipur East","West Bengal"
"721629","Medinipur East","West Bengal"
"721631","Medinipur East","West Bengal"
"721632","Medinipur East","West Bengal"
"721633","Medinipur East","West Bengal"
"721634","Medinipur East","West Bengal"
"721635","Medinipur East","West Bengal"
"721636","Medinipur East","West Bengal"
"721637","Medinipur East","West Bengal"
"721638","Medinipur East","West Bengal"
"721641","Medinipur West","West Bengal"
"721642","Medinipur East","West Bengal"
"721643","Medinipur East","West Bengal"
"721644","Medinipur East","West Bengal"
"721645","Medinipur East","West Bengal"
"721646","Medinipur East","West Bengal"
"721647","Medinipur East","West Bengal"
"721648","Medinipur East","West Bengal"
"721649","Medinipur East","West Bengal"
"721650","Medinipur East","West Bengal"
"721651","Medinipur East","West Bengal"
"721652","Medinipur East","West Bengal"
"721653","Medinipur East","West Bengal"
"721654","Medinipur East","West Bengal"
"721655","Medinipur East","West Bengal"
"721656","Medinipur East","West Bengal"
"721657","Medinipur East","West Bengal"
"721658","Medinipur East","West Bengal"
"721659","Medinipur East","West Bengal"
"722101","Bankura","West Bengal"
"722102","Bankura","West Bengal"
"722121","Bankura","West Bengal"
"722122","Bankura","West Bengal"
"722132","Bankura","West Bengal"
"722133","Bankura","West Bengal"
"722134","Bankura","West Bengal"
"722135","Bankura","West Bengal"
"722136","Bankura","West Bengal"
"722137","Bankura","West Bengal"
"722138","Bankura","West Bengal"
"722139","Bankura","West Bengal"
"722140","Bankura","West Bengal"
"722141","Bankura","West Bengal"
"722142","Bankura","West Bengal"
"722143","Bankura","West Bengal"
"722144","Bankura","West Bengal"
"722146","Bankura","West Bengal"
"722147","Bankura","West Bengal"
"722148","Bankura","West Bengal"
"722149","Bankura","West Bengal"
"722150","Bankura","West Bengal"
"722151","Bankura","West Bengal"
"722152","Bankura","West Bengal"
"722153","Bankura","West Bengal"
"722154","Bankura","West Bengal"
"722155","Bankura","West Bengal"
"722156","Bankura","West Bengal"
"722157","Bankura","West Bengal"
"722158","Bankura","West Bengal"
"722160","Bankura","West Bengal"
"722161","Bankura","West Bengal"
"722162","Bankura","West Bengal"
"722164","Bankura","West Bengal"
"722173","Bankura","West Bengal"
"722176","Bankura","West Bengal"
"722183","Bankura","West Bengal"
"722201","Bankura","West Bengal"
"722202","Bankura","West Bengal"
"722203","Bankura","West Bengal"
"722204","Bankura","West Bengal"
"722205","Bankura","West Bengal"
"722206","Bankura","West Bengal"
"722207","Bankura","West Bengal"
"722208","Bankura","West Bengal"
"723101","Purulia","West Bengal"
"723102","Purulia","West Bengal"
"723103","Purulia","West Bengal"
"723104","Purulia","West Bengal"
"723121","Purulia","West Bengal"
"723126","Purulia","West Bengal"
"723127","Purulia","West Bengal"
"723128","Purulia","West Bengal"
"723129","Purulia","West Bengal"
"723130","Purulia","West Bengal"
"723131","Purulia","West Bengal"
"723132","Purulia","West Bengal"
"723133","Purulia","West Bengal"
"723134","Purulia","West Bengal"
"723142","Purulia","West Bengal"
"723143","Purulia","West Bengal"
"723145","Purulia","West Bengal"
"723146","Purulia","West Bengal"
"723147","Purulia","West Bengal"
"723148","Purulia","West Bengal"
"723149","Purulia","West Bengal"
"723151","Purulia","West Bengal"
"723152","Purulia","West Bengal"
"723153","Purulia","West Bengal"
"723154","Purulia","West Bengal"
"723155","Purulia","West Bengal"
"723156","Purulia","West Bengal"
"723201","Purulia","West Bengal"
"723202","Purulia","West Bengal"
"723212","Purulia","West Bengal"
"723213","Purulia","West Bengal"
"723215","Purulia","West Bengal"
"731101","Birbhum","West Bengal"
"731102","Birbhum","West Bengal"
"731103","Birbhum","West Bengal"
"731104","Birbhum","West Bengal"
"731121","Birbhum","West Bengal"
"731123","Birbhum","West Bengal"
"731124","Birbhum","West Bengal"
"731125","Birbhum","West Bengal"
"731126","Birbhum","West Bengal"
"731127","Birbhum","West Bengal"
"731129","Birbhum","West Bengal"
"731130","Birbhum","West Bengal"
"731132","Birbhum","West Bengal"
"731133","Birbhum","West Bengal"
"731201","Birbhum","West Bengal"
"731202","Birbhum","West Bengal"
"731204","Birbhum","West Bengal"
"731214","Birbhum","West Bengal"
"731215","Birbhum","West Bengal"
"731216","Birbhum","West Bengal"
"731218","Birbhum","West Bengal"
"731219","Birbhum","West Bengal"
"731220","Birbhum","West Bengal"
"731221","Murshidabad","West Bengal"
"731222","Birbhum","West Bengal"
"731223","Birbhum","West Bengal"
"731224","Birbhum","West Bengal"
"731233","Birbhum","West Bengal"
"731234","Birbhum","West Bengal"
"731235","Birbhum","West Bengal"
"731236","Birbhum","West Bengal"
"731237","Birbhum","West Bengal"
"731238","Birbhum","West Bengal"
"731240","Birbhum","West Bengal"
"731241","Murshidabad","West Bengal"
"731242","Birbhum","West Bengal"
"731243","Birbhum","West Bengal"
"731244","Birbhum","West Bengal"
"731245","Birbhum","West Bengal"
"731301","Birbhum","West Bengal"
"731302","Birbhum","West Bengal"
"731303","Birbhum","West Bengal"
"731304","Birbhum","West Bengal"
"732101","Maldah","West Bengal"
"732102","Maldah","West Bengal"
"732103","Maldah","West Bengal"
"732121","Maldah","West Bengal"
"732122","Maldah","West Bengal"
"732123","Maldah","West Bengal"
"732124","Maldah","West Bengal"
"732125","Maldah","West Bengal"
"732126","Maldah","West Bengal"
"732127","Maldah","West Bengal"
"732128","Maldah","West Bengal"
"732138","Maldah","West Bengal"
"732139","Maldah","West Bengal"
"732140","Maldah","West Bengal"
"732141","Maldah","West Bengal"
"732142","Maldah","West Bengal"
"732144","Maldah","West Bengal"
"732201","Maldah","West Bengal"
"732202","Maldah","West Bengal"
"732203","Maldah","West Bengal"
"732204","Maldah","West Bengal"
"732205","Maldah","West Bengal"
"732206","Maldah","West Bengal"
"732207","Maldah","West Bengal"
"732208","Maldah","West Bengal"
"732209","Maldah","West Bengal"
"732210","Maldah","West Bengal"
"732215","Maldah","West Bengal"
"732216","Maldah","West Bengal"
"733101","Dinajpur Dakshin","West Bengal"
"733102","Dinajpur Dakshin","West Bengal"
"733103","Dinajpur Dakshin","West Bengal"
"733121","Dinajpur Dakshin","West Bengal"
"733123","Dinajpur Uttar","West Bengal"
"733124","Dinajpur Dakshin","West Bengal"
"733125","Dinajpur Dakshin","West Bengal"
"733126","Dinajpur Dakshin","West Bengal"
"733127","Dinajpur Dakshin","West Bengal"
"733128","Dinajpur Uttar","West Bengal"
"733129","Dinajpur Uttar","West Bengal"
"733130","Dinajpur Uttar","West Bengal"
"733132","Dinajpur Dakshin","West Bengal"
"733133","Dinajpur Dakshin","West Bengal"
"733134","Dinajpur Uttar","West Bengal"
"733139","Na","Not Applicable"
"733140","Dinajpur Dakshin","West Bengal"
"733141","Dinajpur Dakshin","West Bengal"
"733142","Dinajpur Dakshin","West Bengal"
"733143","Dinajpur Uttar","West Bengal"
"733145","Dinajpur Dakshin","West Bengal"
"733156","Dinajpur Uttar","West Bengal"
"733158","Dinajpur Dakshin","West Bengal"
"733201","Dinajpur Uttar","West Bengal"
"733202","Dinajpur Uttar","West Bengal"
"733207","Dinajpur Uttar","West Bengal"
"733208","Dinajpur Uttar","West Bengal"
"733209","Dinajpur Uttar","West Bengal"
"733210","Dinajpur Uttar","West Bengal"
"733215","Dinajpur Uttar","West Bengal"
"734001","Jalpaiguri","West Bengal"
"734002","Darjeeling","West Bengal"
"734003","Darjeeling","West Bengal"
"734004","Jalpaiguri","West Bengal"
"734005","Darjeeling","West Bengal"
"734006","Jalpaiguri","West Bengal"
"734007","Jalpaiguri","West Bengal"
"734008","Kalimpong","West Bengal"
"734009","Darjeeling","West Bengal"
"734010","Darjeeling","West Bengal"
"734011","Darjeeling","West Bengal"
"734012","Darjeeling","West Bengal"
"734013","Darjeeling","West Bengal"
"734014","Darjeeling","West Bengal"
"734015","Jalpaiguri","West Bengal"
"734091","Na","Not Applicable"
"734101","Darjeeling","West Bengal"
"734102","Darjeeling","West Bengal"
"734103","Darjeeling","West Bengal"
"734104","Darjeeling","West Bengal"
"734105","Darjeeling","West Bengal"
"734201","Darjeeling","West Bengal"
"734203","Darjeeling","West Bengal"
"734204","Darjeeling","West Bengal"
"734209","Darjeeling","West Bengal"
"734213","Darjeeling","West Bengal"
"734214","Darjeeling","West Bengal"
"734215","Darjeeling","West Bengal"
"734216","Darjeeling","West Bengal"
"734217","Darjeeling","West Bengal"
"734218","Darjeeling","West Bengal"
"734220","Darjeeling","West Bengal"
"734221","Darjeeling","West Bengal"
"734222","Darjeeling","West Bengal"
"734223","Darjeeling","West Bengal"
"734224","Darjeeling","West Bengal"
"734226","Darjeeling","West Bengal"
"734301","Kalimpong","West Bengal"
"734311","Kalimpong","West Bengal"
"734312","Darjeeling","West Bengal"
"734313","Darjeeling","West Bengal"
"734314","Kalimpong","West Bengal"
"734315","Kalimpong","West Bengal"
"734316","Kalimpong","West Bengal"
"734421","Darjeeling","West Bengal"
"734423","Darjeeling","West Bengal"
"734424","Darjeeling","West Bengal"
"734425","Darjeeling","West Bengal"
"734426","Darjeeling","West Bengal"
"734427","Darjeeling","West Bengal"
"734429","Darjeeling","West Bengal"
"734434","Darjeeling","West Bengal"
"734501","Jalpaiguri","West Bengal"
"734503","Kalimpong","West Bengal"
"735101","Jalpaiguri","West Bengal"
"735102","Jalpaiguri","West Bengal"
"735121","Jalpaiguri","West Bengal"
"735122","Coochbehar","West Bengal"
"735132","Jalpaiguri","West Bengal"
"735133","Jalpaiguri","West Bengal"
"735134","Jalpaiguri","West Bengal"
"735135","Jalpaiguri","West Bengal"
"735202","Jalpaiguri","West Bengal"
"735203","Jalpaiguri","West Bengal"
"735204","Alipurduar","West Bengal"
"735205","Jalpaiguri","West Bengal"
"735206","Jalpaiguri","West Bengal"
"735207","Jalpaiguri","West Bengal"
"735208","Alipurduar","West Bengal"
"735209","Jalpaiguri","West Bengal"
"735210","Jalpaiguri","West Bengal"
"735211","Alipurduar","West Bengal"
"735212","Jalpaiguri","West Bengal"
"735213","Alipurduar","West Bengal"
"735214","Alipurduar","West Bengal"
"735215","Alipurduar","West Bengal"
"735216","Alipurduar","West Bengal"
"735217","Alipurduar","West Bengal"
"735218","Jalpaiguri","West Bengal"
"735219","Jalpaiguri","West Bengal"
"735220","Alipurduar","West Bengal"
"735221","Jalpaiguri","West Bengal"
"735222","Jalpaiguri","West Bengal"
"735223","Kalimpong","West Bengal"
"735224","Jalpaiguri","West Bengal"
"735225","Jalpaiguri","West Bengal"
"735226","Alipurduar","West Bengal"
"735227","Alipurduar","West Bengal"
"735228","Alipurduar","West Bengal"
"735229","Jalpaiguri","West Bengal"
"735230","Jalpaiguri","West Bengal"
"735231","Kalimpong","West Bengal"
"735232","Jalpaiguri","West Bengal"
"735233","Jalpaiguri","West Bengal"
"735234","Jalpaiguri","West Bengal"
"735301","Coochbehar","West Bengal"
"735302","Jalpaiguri","West Bengal"
"735303","Coochbehar","West Bengal"
"735304","Coochbehar","West Bengal"
"735305","Jalpaiguri","West Bengal"
"736101","Coochbehar","West Bengal"
"736121","Alipurduar","West Bengal"
"736122","Alipurduar","West Bengal"
"736123","Alipurduar","West Bengal"
"736131","Coochbehar","West Bengal"
"736133","Coochbehar","West Bengal"
"736134","Coochbehar","West Bengal"
"736135","Coochbehar","West Bengal"
"736145","Coochbehar","West Bengal"
"736146","Coochbehar","West Bengal"
"736156","Coochbehar","West Bengal"
"736157","Coochbehar","West Bengal"
"736158","Coochbehar","West Bengal"
"736159","Coochbehar","West Bengal"
"736160","Coochbehar","West Bengal"
"736165","Coochbehar","West Bengal"
"736167","Coochbehar","West Bengal"
"736168","Coochbehar","West Bengal"
"736169","Coochbehar","West Bengal"
"736170","Coochbehar","West Bengal"
"736171","Coochbehar","West Bengal"
"736172","Coochbehar","West Bengal"
"736176","Coochbehar","West Bengal"
"736179","Coochbehar","West Bengal"
"736182","Alipurduar","West Bengal"
"736201","Alipurduar","West Bengal"
"736202","Alipurduar","West Bengal"
"736203","Alipurduar","West Bengal"
"736204","Alipurduar","West Bengal"
"736205","Alipurduar","West Bengal"
"736206","Alipurduar","West Bengal"
"736207","Coochbehar","West Bengal"
"736208","Alipurduar","West Bengal"
"736209","Na","Not Applicable"
"737101","East District","Sikkim"
"737102","East District","Sikkim"
"737103","East District","Sikkim"
"737106","Pakyong","Sikkim"
"737107","East District","Sikkim"
"737111","West District","Sikkim"
"737113","West District","Sikkim"
"737116","North District","Sikkim"
"737120","North District","Sikkim"
"737121","South District","Sikkim"
"737126","South District","Sikkim"
"737128","South District","Sikkim"
"737131","Pakyong","Sikkim"
"737132","Pakyong","Sikkim"
"737133","Pakyong","Sikkim"
"737134","East District","Sikkim"
"737135","East District","Sikkim"
"737136","East District","Sikkim"
"737139","South District","Sikkim"
"741101","Nadia","West Bengal"
"741102","Nadia","West Bengal"
"741103","Nadia","West Bengal"
"741121","Nadia","West Bengal"
"741122","Nadia","West Bengal"
"741123","Nadia","West Bengal"
"741124","Nadia","West Bengal"
"741125","Nadia","West Bengal"
"741126","Nadia","West Bengal"
"741127","Nadia","West Bengal"
"741137","Nadia","West Bengal"
"741138","Nadia","West Bengal"
"741139","Nadia","West Bengal"
"741140","Nadia","West Bengal"
"741150","Nadia","West Bengal"
"741151","Nadia","West Bengal"
"741152","Nadia","West Bengal"
"741153","Nadia","West Bengal"
"741154","Nadia","West Bengal"
"741155","Nadia","West Bengal"
"741156","Nadia","West Bengal"
"741157","Nadia","West Bengal"
"741158","Nadia","West Bengal"
"741159","Nadia","West Bengal"
"741160","Nadia","West Bengal"
"741161","Nadia","West Bengal"
"741162","Nadia","West Bengal"
"741163","Nadia","West Bengal"
"741164","Nadia","West Bengal"
"741165","Nadia","West Bengal"
"741166","Nadia","West Bengal"
"741167","Nadia","West Bengal"
"741181","Nadia","West Bengal"
"741201","Nadia","West Bengal"
"741202","Nadia","West Bengal"
"741221","Nadia","West Bengal"
"741222","Nadia","West Bengal"
"741223","Nadia","West Bengal"
"741232","Nadia","West Bengal"
"741234","Nadia","West Bengal"
"741235","Nadia","West Bengal"
"741238","Nadia","West Bengal"
"741245","Nadia","West Bengal"
"741246","Nadia","West Bengal"
"741247","Nadia","West Bengal"
"741248","Nadia","West Bengal"
"741249","Nadia","West Bengal"
"741250","Nadia","West Bengal"
"741251","Nadia","West Bengal"
"741252","Nadia","West Bengal"
"741253","Nadia","West Bengal"
"741254","Nadia","West Bengal"
"741255","Nadia","West Bengal"
"741256","Nadia","West Bengal"
"741257","Nadia","West Bengal"
"741301","Nadia","West Bengal"
"741302","Nadia","West Bengal"
"741313","Nadia","West Bengal"
"741315","Nadia","West Bengal"
"741316","Nadia","West Bengal"
"741317","Nadia","West Bengal"
"741319","Purba Bardhaman","West Bengal"
"741401","Nadia","West Bengal"
"741402","Nadia","West Bengal"
"741404","Nadia","West Bengal"
"741501","Nadia","West Bengal"
"741502","Nadia","West Bengal"
"741503","Nadia","West Bengal"
"741504","Nadia","West Bengal"
"741505","Nadia","West Bengal"
"741506","Nadia","West Bengal"
"741507","Nadia","West Bengal"
"741508","Nadia","West Bengal"
"741509","Nadia","West Bengal"
"742101","Murshidabad","West Bengal"
"742102","Murshidabad","West Bengal"
"742103","Murshidabad","West Bengal"
"742104","Murshidabad","West Bengal"
"742113","Murshidabad","West Bengal"
"742121","Murshidabad","West Bengal"
"742122","Murshidabad","West Bengal"
"742123","Murshidabad","West Bengal"
"742132","Murshidabad","West Bengal"
"742133","Murshidabad","West Bengal"
"742134","Murshidabad","West Bengal"
"742135","Murshidabad","West Bengal"
"742136","Murshidabad","West Bengal"
"742137","Murshidabad","West Bengal"
"742138","Murshidabad","West Bengal"
"742140","Murshidabad","West Bengal"
"742147","Murshidabad","West Bengal"
"742148","Murshidabad","West Bengal"
"742149","Murshidabad","West Bengal"
"742151","Murshidabad","West Bengal"
"742159","Murshidabad","West Bengal"
"742160","Murshidabad","West Bengal"
"742161","Murshidabad","West Bengal"
"742163","Murshidabad","West Bengal"
"742164","Murshidabad","West Bengal"
"742165","Murshidabad","West Bengal"
"742166","Murshidabad","West Bengal"
"742168","Murshidabad","West Bengal"
"742174","Murshidabad","West Bengal"
"742175","Murshidabad","West Bengal"
"742184","Murshidabad","West Bengal"
"742187","Murshidabad","West Bengal"
"742189","Murshidabad","West Bengal"
"742201","Murshidabad","West Bengal"
"742202","Murshidabad","West Bengal"
"742212","Murshidabad","West Bengal"
"742213","Murshidabad","West Bengal"
"742223","Murshidabad","West Bengal"
"742224","Murshidabad","West Bengal"
"742225","Murshidabad","West Bengal"
"742226","Murshidabad","West Bengal"
"742227","Murshidabad","West Bengal"
"742235","Murshidabad","West Bengal"
"742236","Murshidabad","West Bengal"
"742237","Murshidabad","West Bengal"
"742238","Murshidabad","West Bengal"
"742301","Murshidabad","West Bengal"
"742302","Murshidabad","West Bengal"
"742303","Murshidabad","West Bengal"
"742304","Murshidabad","West Bengal"
"742305","Murshidabad","West Bengal"
"742306","Murshidabad","West Bengal"
"742308","Murshidabad","West Bengal"
"742401","Murshidabad","West Bengal"
"742402","Murshidabad","West Bengal"
"742404","Murshidabad","West Bengal"
"742405","Murshidabad","West Bengal"
"742406","Murshidabad","West Bengal"
"742407","Murshidabad","West Bengal"
"742408","Murshidabad","West Bengal"
"742409","Murshidabad","West Bengal"
"742410","Murshidabad","West Bengal"
"743122","North 24 Parganas","West Bengal"
"743123","North 24 Parganas","West Bengal"
"743124","North 24 Parganas","West Bengal"
"743125","North 24 Parganas","West Bengal"
"743126","North 24 Parganas","West Bengal"
"743127","North 24 Parganas","West Bengal"
"743128","North 24 Parganas","West Bengal"
"743129","North 24 Parganas","West Bengal"
"743130","North 24 Parganas","West Bengal"
"743133","North 24 Parganas","West Bengal"
"743134","North 24 Parganas","West Bengal"
"743135","North 24 Parganas","West Bengal"
"743136","North 24 Parganas","West Bengal"
"743144","North 24 Parganas","West Bengal"
"743145","North 24 Parganas","West Bengal"
"743165","North 24 Parganas","West Bengal"
"743166","North 24 Parganas","West Bengal"
"743193","North 24 Parganas","West Bengal"
"743194","North 24 Parganas","West Bengal"
"743221","North 24 Parganas","West Bengal"
"743222","North 24 Parganas","West Bengal"
"743223","North 24 Parganas","West Bengal"
"743232","North 24 Parganas","West Bengal"
"743233","North 24 Parganas","West Bengal"
"743234","North 24 Parganas","West Bengal"
"743235","North 24 Parganas","West Bengal"
"743245","North 24 Parganas","West Bengal"
"743247","North 24 Parganas","West Bengal"
"743248","North 24 Parganas","West Bengal"
"743249","North 24 Parganas","West Bengal"
"743251","North 24 Parganas","West Bengal"
"743252","North 24 Parganas","West Bengal"
"743262","North 24 Parganas","West Bengal"
"743263","North 24 Parganas","West Bengal"
"743268","North 24 Parganas","West Bengal"
"743270","North 24 Parganas","West Bengal"
"743271","North 24 Parganas","West Bengal"
"743272","North 24 Parganas","West Bengal"
"743273","North 24 Parganas","West Bengal"
"743286","North 24 Parganas","West Bengal"
"743287","North 24 Parganas","West Bengal"
"743289","North 24 Parganas","West Bengal"
"743290","North 24 Parganas","West Bengal"
"743291","North 24 Parganas","West Bengal"
"743292","North 24 Parganas","West Bengal"
"743293","North 24 Parganas","West Bengal"
"743294","North 24 Parganas","West Bengal"
"743297","North 24 Parganas","West Bengal"
"743312","South 24 Parganas","West Bengal"
"743318","South 24 Parganas","West Bengal"
"743329","North 24 Parganas","West Bengal"
"743330","South 24 Parganas","West Bengal"
"743331","South 24 Parganas","West Bengal"
"743332","South 24 Parganas","West Bengal"
"743336","South 24 Parganas","West Bengal"
"743337","South 24 Parganas","West Bengal"
"743338","South 24 Parganas","West Bengal"
"743345","South 24 Parganas","West Bengal"
"743347","South 24 Parganas","West Bengal"
"743348","South 24 Parganas","West Bengal"
"743349","South 24 Parganas","West Bengal"
"743351","South 24 Parganas","West Bengal"
"743354","South 24 Parganas","West Bengal"
"743355","South 24 Parganas","West Bengal"
"743356","South 24 Parganas","West Bengal"
"743357","South 24 Parganas","West Bengal"
"743363","South 24 Parganas","West Bengal"
"743368","South 24 Parganas","West Bengal"
"743370","South 24 Parganas","West Bengal"
"743371","South 24 Parganas","West Bengal"
"743372","South 24 Parganas","West Bengal"
"743373","South 24 Parganas","West Bengal"
"743374","South 24 Parganas","West Bengal"
"743375","South 24 Parganas","West Bengal"
"743376","South 24 Parganas","West Bengal"
"743377","South 24 Parganas","West Bengal"
"743378","South 24 Parganas","West Bengal"
"743383","South 24 Parganas","West Bengal"
"743387","South 24 Parganas","West Bengal"
"743395","South 24 Parganas","West Bengal"
"743399","South 24 Parganas","West Bengal"
"743401","North 24 Parganas","West Bengal"
"743405","North 24 Parganas","West Bengal"
"743411","North 24 Parganas","West Bengal"
"743412","North 24 Parganas","West Bengal"
"743422","North 24 Parganas","West Bengal"
"743423","North 24 Parganas","West Bengal"
"743424","North 24 Parganas","West Bengal"
"743425","North 24 Parganas","West Bengal"
"743426","North 24 Parganas","West Bengal"
"743427","North 24 Parganas","West Bengal"
"743428","North 24 Parganas","West Bengal"
"743429","North 24 Parganas","West Bengal"
"743435","North 24 Parganas","West Bengal"
"743437","North 24 Parganas","West Bengal"
"743438","North 24 Parganas","West Bengal"
"743439","North 24 Parganas","West Bengal"
"743442","North 24 Parganas","West Bengal"
"743445","North 24 Parganas","West Bengal"
"743446","North 24 Parganas","West Bengal"
"743456","North 24 Parganas","West Bengal"
"743502","South 24 Parganas","West Bengal"
"743503","South 24 Parganas","West Bengal"
"743504","South 24 Parganas","West Bengal"
"743513","South 24 Parganas","West Bengal"
"743609","South 24 Parganas","West Bengal"
"743610","South 24 Parganas","West Bengal"
"743611","South 24 Parganas","West Bengal"
"743613","South 24 Parganas","West Bengal"
"743701","North 24 Parganas","West Bengal"
"743702","North 24 Parganas","West Bengal"
"743704","North 24 Parganas","West Bengal"
"743710","North 24 Parganas","West Bengal"
"743711","North 24 Parganas","West Bengal"
"744101","South Andamans","Andaman And Nicobar Islands"
"744102","South Andamans","Andaman And Nicobar Islands"
"744103","South Andamans","Andaman And Nicobar Islands"
"744104","South Andamans","Andaman And Nicobar Islands"
"744105","South Andamans","Andaman And Nicobar Islands"
"744106","South Andamans","Andaman And Nicobar Islands"
"744107","South Andamans","Andaman And Nicobar Islands"
"744112","South Andamans","Andaman And Nicobar Islands"
"744201","North And Middle Andaman","Andaman And Nicobar Islands"
"744202","North And Middle Andaman","Andaman And Nicobar Islands"
"744203","North And Middle Andaman","Andaman And Nicobar Islands"
"744204","North And Middle Andaman","Andaman And Nicobar Islands"
"744205","North And Middle Andaman","Andaman And Nicobar Islands"
"744206","South Andamans","Andaman And Nicobar Islands"
"744207","South Andamans","Andaman And Nicobar Islands"
"744209","North And Middle Andaman","Andaman And Nicobar Islands"
"744210","North And Middle Andaman","Andaman And Nicobar Islands"
"744211","South Andamans","Andaman And Nicobar Islands"
"744301","Nicobars","Andaman And Nicobar Islands"
"744302","Nicobars","Andaman And Nicobar Islands"
"744303","Nicobars","Andaman And Nicobar Islands"
"744304","Nicobars","Andaman And Nicobar Islands"
"751001","Khordha","Odisha"
"751002","Khordha","Odisha"
"751003","Khordha","Odisha"
"751004","Khordha","Odisha"
"751005","Khordha","Odisha"
"751006","Khordha","Odisha"
"751007","Khordha","Odisha"
"751008","Khordha","Odisha"
"751009","Khordha","Odisha"
"751010","Khordha","Odisha"
"751011","Khordha","Odisha"
"751012","Khordha","Odisha"
"751013","Khordha","Odisha"
"751014","Khordha","Odisha"
"751015","Khordha","Odisha"
"751016","Khordha","Odisha"
"751017","Khordha","Odisha"
"751018","Khordha","Odisha"
"751019","Khordha","Odisha"
"751020","Khordha","Odisha"
"751021","Khordha","Odisha"
"751022","Khordha","Odisha"
"751023","Khordha","Odisha"
"751024","Khordha","Odisha"
"751025","Khordha","Odisha"
"751026","Khordha","Odisha"
"751028","Khordha","Odisha"
