"_id","count","school","pincode","city"
"v j  high school(703821)","1","V j  high School","703821",""
"v j hi(703821)","1","V j hi","703821",""
"kendriya vidyalaya afs rajokri(704272)","1","Kendriya vidyalaya Afs Rajokri","704272",""
"sarvodaya kaniya vidyalaya(704892)","3","Sarvodaya kaniya vidyalaya","704892",""
"government college mau(704893)","1","Government College mau","704893",""
"skv no.1 chand nagar(704899)","1","SKV no.1 Chand nagar","704899",""
"sant bal yogeshwar bhartya vedya mandir dadwara(7051011)","1","Sant Bal Yogeshwar Bhartya vedya Mandir Dadwara","7051011",""
"sant bal yogeshwer bhartya vidya mandir dadwara(705135)","1","Sant Bal Yogeshwer Bhartya Vidya Mandir Dadwara","705135",""
"a r m s v m i c jalalabad(705451)","1","A R M S V M I C JALALABAD","705451",""
"holy brook sr secondary school(705954)","2","Holy brook sr secondary school","705954",""
"school kendriya vidyalaya kendrapara(7064)","1","School kendriya vidyalaya kendrapara","7064",""
"skv no . 1(706538)","3","SKV NO . 1","706538",""
"k. v. puri(706548)","1","K. V. Puri","706548",""
"g.s.k.v tikri kalan school(706584)","1","G.S.K.V tikri kalan school","706584",""
"government college alampur(706714)","2","Government College alampur","706714",""
"maha vidayalay suthaliya(706788)","1","Maha vidayalay suthaliya","706788",""
"pg college tikamgarh(707070)","1","Pg college tikamgarh","707070",""
"sarvhitkari vidya mandir malerkotla(707070)","1","Sarvhitkari vidya mandir Malerkotla","707070",""
"vivekanandha academy  senior secondary school(707070)","1","Vivekanandha academy  senior secondary school","707070",""
"army public school fathegarh(708030)","1","Army public school fathegarh","708030",""
"sant bal yogeshwar bhartya vidya mandir dadwara(708800)","1","Sant Bal yogeshwar Bhartya vidya mandir Dadwara","708800",""
"carmel convent h . s . school(708903)","1","Carmel convent h . s . school","708903",""
"carmel convent h.s school indore(7089185)","2","Carmel convent h.s school indore","7089185",""
"yashvant rao chavan ambajogai(710371)","1","Yashvant Rao chavan Ambajogai","710371",""
"rkmveri(711101)","1","RKMVERI","711101","Howrah"
"k.v.command hospital(711102)","1","K.V.Command Hospital","711102","Howrah"
"birla high school for boys(711104)","1","Birla High School for Boys","711104","Howrah"
"budge budge  institute of technology(711110)","1","Budge Budge  Institute of technology","711110","Howrah"
"govt. clg  of eng. and ceramic tech.(711113)","1","Govt. Clg  Of Eng. And Ceramic Tech.","711113","Howrah"
"mahadevi birla world academy(711202)","1","Mahadevi birla world academy","711202","Howrah"
"sarada sishu mandir(711316)","1","Sarada sishu mandir","711316","Howrah"
"c.v.raman global university(711410)","1","C.V.Raman Global University","711410","Howrah"
"delhi public school, howrah(711410)","2","DELHI PUBLIC SCHOOL, HOWRAH","711410","Howrah"
"jangipara balika vidyalaya(711410)","1","JANGIPARA BALIKA VIDYALAYA","711410","Howrah"
"hooghly engineering & technology college(712147)","1","Hooghly Engineering & Technology College","712147","Hooghly"
"durgapur public institute(712213)","3","Durgapur public institute","712213",""
"mvp sunrice school(7123456)","2","MVP sunrice school","7123456",""
"techno india group public school(713143)","3","Techno India group public school","713143","Purba Bardhaman"
"durgapur public school(713148)","15","Durgapur Public School","713148","Purba Bardhaman"
"bbit(713151)","2","BBIT","713151","Purba Bardhaman"
"kv mankhurd(713201)","1","kV mankhurd","713201","Paschim Bardhaman"
"bhaba engineering research institute(713203)","1","Bhaba Engineering Research Institute","713203","Paschim Bardhaman"
"durgapur public institute(713206)","1","Durgapur public Institute","713206","Paschim Bardhaman"
"durgapur public school(713206)","5","Durgapur public school","713206","Paschim Bardhaman"
"durgapur public institute(713211)","2","DURGAPUR PUBLIC INSTITUTE","713211","Paschim Bardhaman"
"durgapur public institute(713212)","17","Durgapur Public Institute","713212","Paschim Bardhaman"
"india international(713305)","1","INDIA INTERNATIONAL","713305","Paschim Bardhaman"
"india international school(713305)","22","India International School","713305","Paschim Bardhaman"
"r.l.j. dmc d.a.v public school(713321)","1","R.L.J. DMC D.A.V Public School","713321","Paschim Bardhaman"
"maitreyi college(713331)","1","Maitreyi College","713331","Paschim Bardhaman"
"dav public school raniganj(713332)","1","DAV public school raniganj","713332","Paschim Bardhaman"
"kazi nazrul university(713336)","1","Kazi Nazrul University","713336","Paschim Bardhaman"
"r. l. j. d. m. c dav public school(713336)","1","R. L. J. D. M. C DAV PUBLIC SCHOOL","713336","Paschim Bardhaman"
"rljdmc dav public school(713336)","4","RLJDMC DAV PUBLIC SCHOOL","713336","Paschim Bardhaman"
"r.l.j.d.m.c.d.a.vpublic school(713339)","1","R.L.J.D.M.C.D.A.Vpublic school","713339","Paschim Bardhaman"
"r.l.j.d.m dav public school raniganj(713342)","1","R.L.J.D.M DAV PUBLIC SCHOOL RANIGANJ","713342","Paschim Bardhaman"
"d.a.v public school raniganj(713347)","12","D.A.V PUBLIC SCHOOL RANIGANJ","713347","Paschim Bardhaman"
"d.a.v. public school(713347)","13","D.A.V. Public School","713347","Paschim Bardhaman"
"dav school(713347)","2","DAV SCHOOL","713347","Paschim Bardhaman"
"r.l.j. d.m.c dav public school(713347)","6","R.L.J. D.M.C DAV PUBLIC SCHOOL","713347","Paschim Bardhaman"
"raniganj lions jdm chanani dav public school(713347)","1","RANIGANJ LIONS JDM CHANANI DAV PUBLIC SCHOOL","713347","Paschim Bardhaman"
"rjdmc dav  public school(713347)","4","RJDMC DAV  PUBLIC SCHOOL","713347","Paschim Bardhaman"
"syama prasad institute of education and training(713347)","1","Syama Prasad institute of education and training","713347","Paschim Bardhaman"
"dav ki ki school(713358)","1","DAV Ki ki school","713358","Paschim Bardhaman"
"dav public school, raniganj(713358)","3","DAV PUBLIC SCHOOL, RANIGANJ","713358","Paschim Bardhaman"
"r l j d m c d a v public school(713358)","9","R L J D M C D A V public school","713358","Paschim Bardhaman"
"r. l. j. d. m. c. d. a. v  scho(713358)","1","R. L. J. D. M. C. D. A. V  scho","713358","Paschim Bardhaman"
"r.l.j.d.m.c.d.a.v public school(713358)","3","R.L.J.D.M.C.D.A.V PUBLIC SCHOOL","713358","Paschim Bardhaman"
"raniganj lions j.d.m.chanani d.a.v public school(713358)","2","RANIGANJ LIONS J.D.M.CHANANI D.A.V PUBLIC SCHOOL","713358","Paschim Bardhaman"
"rljdmc dav public school ranigsnj(713358)","1","RLJDMC DAV PUBLIC SCHOOL RANIGSNJ","713358","Paschim Bardhaman"
"r.l j.d.m.c. dav public school(713362)","2","R.L J.D.M.C. DAV PUBLIC SCHOOL","713362","Paschim Bardhaman"
"raniganj  dav public school(713378)","2","RANIGANJ  DAV PUBLIC SCHOOL","713378","Paschim Bardhaman"
"burdwan university(713422)","1","Burdwan University","713422","Purba Bardhaman"
"nabadwip vidyasagar college(713519)","2","Nabadwip Vidyasagar College","713519","Purba Bardhaman"
"maharaja aggarsain adarsh public school(714120)","1","Maharaja aggarsain Adarsh public school","714120",""
"kv kendrapara(714255)","1","Kv kendrapara","714255",""
"આદશે(715050)","1","આદશે","715050",""
"પી એમ જી ઠાકર આદશે હાઇસ્કુલ કડી(715050)","1","પી એમ જી ઠાકર આદશે હાઇસ્કુલ કડી","715050",""
"पंडित जवाहरलाल नेहरू महाविद्यालय नेपानगर(717273)","1","पंडित जवाहरलाल नेहरू महाविद्यालय नेपानगर","717273",""
"sarkari padavi poorva kaleju kombettu(720489)","1","Sarkari Padavi poorva kaleju kombettu","720489",""
"shree k.k. shah madhyamik school(720539)","1","Shree k.k. shah madhyamik school","720539",""
"griffin's international school(721101)","10","Griffin's International school","721101","Medinipur West"
"k.d college(721102)","1","K.D college","721102","Medinipur West"
"griffins international school(721129)","1","GRIFFINS INTERNATIONAL SCHOOL","721129","Medinipur West"
"kv iit kharagapur(721133)","1","Kv IIT Kharagapur","721133","Medinipur West"
"hijli college(721145)","13","Hijli college","721145","Medinipur West"
"iit k.v(721145)","1","IIT K.V","721145","Medinipur West"
"iit kv school(721145)","1","IIT KV school","721145","Medinipur West"
"griffin's international school(721149)","3","Griffin's international School","721149","Medinipur West"
"griffins international school(721166)","2","Griffins international school","721166","Medinipur West"
"g i s(7211702)","1","G I S","7211702",""
"griffins international school(7211702)","6","Griffins International School","7211702",""
"narajole raj college(721211)","2","Narajole Raj College","721211","Medinipur West"
"griffins international school, kharagpur(721301)","2","GRIFFINS INTERNATIONAL SCHOOL, KHARAGPUR","721301","Medinipur West"
"griffin international school(721301)","14","Griffin international school","721301","Medinipur West"
"k v railway(721301)","1","K V RAILWAY","721301","Medinipur West"
"k v railway colony(721301)","16","K V RAILWAY COLONY","721301","Medinipur West"
"k.v railway colony kharagpur(721301)","4","K.V Railway colony Kharagpur","721301","Medinipur West"
"kv i i t kgp(721301)","2","KV I I T KGP","721301","Medinipur West"
"kv kendriya vidyalaya railway colony(721301)","4","KV kendriya vidyalaya railway colony","721301","Medinipur West"
"kendriya vidyalaya i.i.t kharagpur(721301)","6","Kendriya Vidyalaya I.I.T Kharagpur","721301","Medinipur West"
"iit kendriya vidyalaya kharagpur(721302)","2","IIT KENDRIYA VIDYALAYA KHARAGPUR","721302","Medinipur West"
"iit kv(721302)","1","IIT KV","721302","Medinipur West"
"kv iit(721302)","1","Kv iit","721302","Medinipur West"
"kv iit kgp(721302)","1","Kv iit kgp","721302","Medinipur West"
"kviit kharagpur(721302)","1","Kviit kharagpur","721302","Medinipur West"
"kendriya vidyalay iit, kharagpur(721304)","2","Kendriya vidyalay IIT, Kharagpur","721304","Medinipur West"
"dav model school(721305)","1","DAV MODEL SCHOOL","721305","Medinipur West"
"griffin international school(721305)","7","Griffin International school","721305","Medinipur West"
"kendriya vidyalaya iit kharagpur(721305)","1","Kendriya vidyalaya IIT Kharagpur","721305","Medinipur West"
"hijli college(721306)","11","Hijli College","721306","Medinipur West"
"kv iit kgp(721306)","1","KV IIT KGP","721306","Medinipur West"
"kv.iit kharagpur(721306)","1","KV.IIT Kharagpur","721306","Medinipur West"
"kendriya vidyalaya iit kharagpur(721306)","9","Kendriya Vidyalaya IIT Kharagpur","721306","Medinipur West"
"ravenshaw university(721306)","1","Ravenshaw University","721306","Medinipur West"
"ramakrishna mission vidyamandir(721424)","1","Ramakrishna mission vidyamandir","721424","Medinipur West"
"hijli college(721506)","1","HIJLI COLLEGE","721506","Jhargram"
"dav public school, waidhan(721650)","1","DAV PUBLIC SCHOOL, WAIDHAN","721650","Medinipur East"
"s v m inter college kheraghra(721740)","1","S v m inter college kheraghra","721740",""
"bharati college janakpuri(721764)","1","Bharati college janakpuri","721764",""
"शासकीय उच्चतर माध्यमिक शाला सिंगोड़ी(722000)","1","शासकीय उच्चतर माध्यमिक शाला सिंगोड़ी","722000",""
"dav raniganj(722177)","1","DAV raniganj","722177",""
"shri saraswati madhyamik shishu mandir(72279526)","1","Shri Saraswati madhyamik Shishu Mandir","72279526",""
"govt sr sec school chakguda(7231088045)","1","Govt sr sec school chakguda","7231088045",""
"times college damoh m.p(723694)","1","Times college Damoh m.p","723694",""
"c. l. v. p. s. v. m. i. college pilibhit(724530)","2","C. L. V. P. S. V. M. I. College Pilibhit","724530",""
"c.l.v.p.s.v.m.i.c.  pilibhit(725101)","1","C.l.v.p.s.v.m.i.c.  pilibhit","725101",""
"psms inter college(725201)","1","PSms inter college","725201",""
"saraswati vidya mandir senior secondary school(725282)","1","Saraswati Vidya Mandir senior secondary School","725282",""
"ganesh ram nagar balika vidhya mandir(725384)","1","Ganesh Ram nagar balika vidhya mandir","725384",""
"r.n.i inter college(725390)","1","R.N.I Inter college","725390",""
"ms pendri(727374)","1","Ms pendri","727374",""
"s.s.m(728981)","1","S.S.M","728981",""
"sant bal yogeshwar bhartiya vidya(730071)","1","Sant bal yogeshwar bhartiya VIDYA","730071",""
"saraswati vidya mandir inter callege(730715)","2","Saraswati Vidya Mandir Inter Callege","730715",""
"pt.ddu(7307234)","1","Pt.ddu","7307234",""
"t. i. g. p. s(731201)","1","T. I. G. P. S","731201","Birbhum"
"techno group of public school bolpur(731204)","2","Techno Group Of Public School Bolpur","731204","Birbhum"
"techno india group public school(731204)","19","Techno India Group Public School","731204","Birbhum"
"techno india group school bolpur(731204)","1","Techno India group school bolpur","731204","Birbhum"
"techno india group public school bolpur(731302)","2","Techno India group public school Bolpur","731302","Birbhum"
"indira gandhi national open university, online(732102)","1","Indira Gandhi National Open University, Online","732102","Maldah"
"sister nivedita public school(732103)","2","Sister Nivedita Public School","732103","Maldah"
"sister nivedita public schools(732144)","1","Sister Nivedita Public Schools","732144","Maldah"
"bhaba pharmacy research institute(732201)","2","Bhaba pharmacy research institute","732201","Maldah"
"sister nivedita public school.(732204)","1","Sister Nivedita Public School.","732204","Maldah"
"nsou(733134)","1","NSOU","733134","Dinajpur Uttar"
"sarada vidya mandir(733134)","1","Sarada Vidya Mandir","733134","Dinajpur Uttar"
"saraswati vidyamandir(733202)","1","SARASWATI VIDYAMANDIR","733202","Dinajpur Uttar"
"saraswati sishu mandir(733207)","1","Saraswati Sishu Mandir","733207","Dinajpur Uttar"
"marwari college kishanganj(733208)","1","Marwari college Kishanganj","733208","Dinajpur Uttar"
"s r education centre(733338)","1","S R education centre","733338",""
"govt of school bhunka bhagt singh(733985)","1","Govt of school bhunka bhagt singh","733985",""
"iimt university meerut, uttar pradesh(734001)","1","IIMT UNIVERSITY MEERUT, UTTAR PRADESH","734001","Jalpaiguri"
"siliguri model sr. sec. school(734001)","1","Siliguri Model Sr. Sec. School","734001","Jalpaiguri"
"siliguri model senoir secondary school(734003)","1","Siliguri Model Senoir Secondary School","734003","Darjeeling"
"siliguri model high school(734012)","1","Siliguri Model High School","734012","Darjeeling"
"rljdmc dav public school raniganj(734103)","1","RLJDMC DAV PUBLIC SCHOOL RANIGANJ","734103","Darjeeling"
"kv 9brd pune(734734)","1","KV 9BRD PUNE","734734",""
"dona sarkar(735101)","1","Dona sarkar","735101","Jalpaiguri"
"k v s school(735101)","1","K v s school","735101","Jalpaiguri"
"kendriya vidyalaya raninagar(735101)","31","KENDRIYA VIDYALAYA RANINAGAR","735101","Jalpaiguri"
"kv b.s.f raninagar jalpaiguri(735101)","1","KV B.S.F Raninagar Jalpaiguri","735101","Jalpaiguri"
"kv bsf raninagar(735101)","4","KV BSF Raninagar","735101","Jalpaiguri"
"kv bsf raninagar, west bengal(735101)","1","KV BSF Raninagar, West Bengal","735101","Jalpaiguri"
"kendriya vidyalaya  bsf raninagar(735102)","2","Kendriya Vidyalaya  BSF Raninagar","735102","Jalpaiguri"
"kv bsf raninagar jalpaiguri(735102)","1","Kv BSF RANINAGAR JALPAIGURI","735102","Jalpaiguri"
"kv bsf raningar(735121)","1","KV BSF Raningar","735121","Jalpaiguri"
"kendriya vidyalaya raninagar(735121)","1","Kendriya vidyalaya Raninagar","735121","Jalpaiguri"
"next gen public school(735122)","1","NEXT GEN PUBLIC SCHOOL","735122","Jalpaiguri"
"k v bsf raninagar(735133)","4","K v bsf raninagar","735133","Jalpaiguri"
"kv bsf raninagar jalpaiguri wb(735133)","1","KV BSF RANINAGAR JALPAIGURI WB","735133","Jalpaiguri"
"kendriya vidyalaya b.s.f raninagar(735133)","5","Kendriya Vidyalaya B.S.F Raninagar","735133","Jalpaiguri"
"kv no 1 bsf raninagar, jalpaiguri(735133)","1","Kv no 1 bsf raninagar, jalpaiguri","735133","Jalpaiguri"
"kvs, b.s.f,  raninagar(735133)","1","Kvs, B.S.F,  Raninagar","735133","Jalpaiguri"
"gorubathan government general degree college(735222)","1","Gorubathan Government General Degree College","735222","Jalpaiguri"
"gorubathan government college(735231)","2","Gorubathan Government College","735231","Kalimpong"
"army public school binnaguri(735232)","2","Army Public School Binnaguri","735232","Jalpaiguri"
"kendriya vidyalaya nda khadakwasla(735232)","1","KENDRIYA VIDYALAYA NDA KHADAKWASLA","735232","Dibrugarh"
"iimt university group of college(735281)","1","IIMT University Group of college","735281",""
"k.v.b.s.f.raninagar(736101)","1","K.V.B.S.F.Raninagar","736101","Coochbehar"
"kendriya vidyalay raninagar(736165)","1","Kendriya Vidyalay raninagar","736165","Coochbehar"
"uttar banga krishi vishwavidyalay(736165)","1","UTTAR BANGA KRISHI VISHWAVIDYALAY","736165","Coochbehar"
"kv baharampur(736179)","1","Kv Baharampur","736179","Coochbehar"
"smims(737102)","2","SMIMS","737102","East District"
"sist,chisopani, south sikkim(737106)","1","SIST,CHISOPANI, SOUTH SIKKIM","737106","East District"
"government senior secondary school namchi sikkim(737126)","1","Government Senior Secondary School Namchi Sikkim","737126","South District"
"nsss(737126)","1","NSSS","737126","South District"
"namchi senior secondary school(737126)","2","Namchi Senior Secondary School","737126","South District"
"namchi senior secondary school, primary section(737126)","2","Namchi Senior Secondary School, Primary Section","737126","South District"
"kendriya vidyalaya bhusawal(738981)","1","Kendriya vidyalaya bhusawal","738981",""
"armsvmic(73980)","1","ARMSVMIC","73980",""
"kanya vidyalaya sec 1(74046747)","1","Kanya vidyalaya sec 1","74046747",""
"scholar home collage satna(741008)","1","Scholar home collage satna","741008",""
"kaliganj government college(741150)","1","Kaliganj Government College","741150","Nadia"
"kendriya vidyalay sangathan ranaghat(741202)","2","Kendriya vidyalay sangathan Ranaghat","741202","Nadia"
"kendriya vidyalaya ranaghat(741247)","1","Kendriya vidyalaya ranaghat","741247","Nadia"
"k v ranaghat(741253)","1","K V Ranaghat","741253","Nadia"
"kendriya vidyalaya ranaghat(741256)","1","Kendriya vidyalaya Ranaghat","741256","Nadia"
"nand lal geeta vidya mandit(741258)","1","Nand lal Geeta Vidya mandit","741258",""
"k.v ranaghat ,school(741404)","1","K.V Ranaghat ,school","741404","Nadia"
"kendriya vidyalaya ranaghat(741404)","1","KENDRIYA VIDYALAYA RANAGHAT","741404","Nadia"
"h.s.s.nachankheda(741510)","2","H.S.S.Nachankheda","741510",""
"govt sms college kolaras(741529)","1","Govt sms college kolaras","741529",""
"g g s s s no 1 madipur(741588)","1","G G S S S no 1 Madipur","741588",""
"kvs berhampore murshidabad(742006)","1","Kvs berhampore murshidabad","742006",""
"k v berhampore(742101)","4","K V Berhampore","742101","Murshidabad"
"kendriya vidyalaya berhapore(742101)","24","KENDRIYA VIDYALAYA BERHAPORE","742101","Murshidabad"
"kendriya vidyalaya berhampore(742102)","5","Kendriya vidyalaya Berhampore","742102","Murshidabad"
"kendriya vidyalay berhampore(742103)","7","Kendriya Vidyalay Berhampore","742103","Murshidabad"
"kendriya vidhayala(742149)","1","Kendriya Vidhayala","742149","Murshidabad"
"kendriya vidyalaya berhampur(742149)","2","Kendriya Vidyalaya Berhampur","742149","Murshidabad"
"k.v.berhampore(742165)","1","K.V.BERHAMPORE","742165","Murshidabad"
"kendriya vidyalaya berhampore(742165)","1","Kendriya vidyalaya berhampore","742165","Murshidabad"
"kv bsf raninagar(742308)","1","KV BSF RANINAGAR","742308","Murshidabad"
"kendriya vidyalaya berhampore(742407)","2","Kendriya vidyalaya BERHAMPORE","742407","Murshidabad"
"kv berhampore(742407)","1","kV berhampore","742407","Murshidabad"
"kendriya vidyalaya number 1 ishapur ishapur(743122)","1","kendriya vidyalaya number 1 ishapur ishapur","743122","24 Paraganas North"
"kendriya vidyalaya no1 ishapur(743125)","1","Kendriya vidyalaya no1 Ishapur","743125","24 Paraganas North"
"kendriya vidyalaya sangathan kankinara(743126)","1","KENDRIYA VIDYALAYA SANGATHAN KANKINARA","743126","24 Paraganas North"
"kendriya vidyalaya kankinara(743126)","1","Kendriya Vidyalaya Kankinara","743126","24 Paraganas North"
"kendriya vidyalaya no. 1 ishapore(743127)","1","Kendriya Vidyalaya No. 1 Ishapore","743127","24 Paraganas North"
"kendriya vidyalaya kankinara(743133)","1","KENDRIYA VIDYALAYA KANKINARA","743133","24 Paraganas North"
"k. v. no1 ishapore(743144)","2","K. V. No1 Ishapore","743144","24 Paraganas North"
"kv no. 1 ishapore(743144)","1","KV No. 1 Ishapore","743144","24 Paraganas North"
"kendriya vidyalaya no.1 ichapur(743144)","1","Kendriya vidyalaya no.1 Ichapur","743144","24 Paraganas North"
"suresh gyan vihar university, rajasthan(743144)","1","SURESH GYAN VIHAR UNIVERSITY, RAJASTHAN","743144","24 Paraganas North"
"k.v.ballygunge(743330)","1","K.v.ballygunge","743330","24 Paraganas South"
"budge budge institute of technology(743368)","2","Budge Budge Institute of technology","743368","24 Paraganas South"
"jawahar navodaya vidyalaya(743375)","8","JAWAHAR NAVODAYA VIDYALAYA","743375","24 Paraganas South"
"jawahar navodaya vidyalaya ii south 24 parganas wb(743376)","5","JAWAHAR NAVODAYA VIDYALAYA II SOUTH 24 PARGANAS WB","743376","24 Paraganas South"
"jnv  2(743376)","5","JNV  2","743376","24 Paraganas South"
"jnv s 24 pgs 2(743376)","2","JNV S 24 PGS 2","743376","24 Paraganas South"
"jnv south 24 pgs(743376)","2","JNV South 24 PGS","743376","24 Paraganas South"
"jnv-2 s24 pgs jibantala(743376)","1","JNV-2 S24 PGS JIBANTALA","743376","24 Paraganas South"
"jnv2(743376)","2","JNV2","743376","24 Paraganas South"
"the future scholars academy(743401)","1","The Future Scholars Academy","743401","24 Paraganas North"
"holy spirit school khandwa (m. p.)(744083)","1","Holy Spirit School Khandwa (M. P.)","744083",""
"vkzpv(744204)","1","VKZPV","744204","North And Middle Andaman"
"r.v.p.s college(747035)","1","R.v.p.s college","747035",""
"dr. khubchand baghel(747098)","1","Dr. Khubchand baghel","747098",""
"neo convent sr. sec school(748012)","2","Neo Convent Sr. Sec School","748012",""
"st peter's school faridabad(748951)","1","St Peter's School faridabad","748951",""
"adarsh vidhya peeth h. s school(748965)","1","Adarsh Vidhya Peeth H. S school","748965",""
"government pg college palera(748967)","1","Government pg College palera","748967",""
"raghvendra singh hajari college hatta(748994)","1","Raghvendra Singh Hajari college Hatta","748994",""
"govt.a.b.p.g. college(749381)","1","Govt.A.B.P.G. college","749381",""
"a r burla mahila varishtha mahavidyalaya(749916)","3","A R Burla Mahila Varishtha Mahavidyalaya","749916",""
"kendriya vidyalaya spg(750068)","3","Kendriya vidyalaya spg","750068",""
"c.lv.p.s.v.m pilibhit(750534)","1","C.LV.P.S.V.M PILIBHIT","750534",""
"aadshe vidya peeth(7509405)","1","Aadshe vidya peeth","7509405",""
"adash viday peeth(7509405)","1","Adash viday peeth","7509405",""
"st joseph high school(751001)","1","St Joseph high school","751001","Khordha"
"b .j.e.m school(751002)","1","B .J.E.M SCHOOL","751002","Khordha"
"bjem(751002)","3","BJEM","751002","Khordha"
"bbsr(751002)","2","Bbsr","751002","Khordha"
"bjem-1(751002)","1","Bjem-1","751002","Khordha"
"guru nanak english medium public school(751002)","1","Guru nanak English medium public school","751002","Khordha"
"bjems(751006)","1","BJEMS","751006","Khordha"
"bjem school(751006)","1","Bjem school","751006","Khordha"
"buxi jaga bandhu english medium school(751006)","3","Buxi Jaga bandhu English Medium School","751006","Khordha"
"basic sc(751010)","1","Basic sc","751010","Khordha"
"bhubaneswar model public school(751010)","3","Bhubaneswar Model Public School","751010","Khordha"
"bmps takshila(751010)","1","Bmps Takshila","751010","Khordha"
"bmps takshila model public school(751012)","2","BMPS Takshila model public school","751012","Khordha"
"bmps,takshila(751012)","3","BMPS,TAKSHILA","751012","Khordha"
"bmps takshila school(751012)","3","Bmps Takshila school","751012","Khordha"
"bhubaneshwar model public school(751013)","3","Bhubaneshwar Model Public School","751013","Khordha"
"bjem school(751014)","1","BJEM School","751014","Khordha"
"boxi jagabandhu english midiam school(751014)","2","Boxi Jagabandhu English Midiam School","751014","Khordha"
"buxi jagabandhu english medium school, bhubaneswar(751014)","1","Buxi jagabandhu English Medium school, Bhubaneswar","751014","Khordha"
"bmps takshila school(751015)","2","BMPS takshila school","751015","Khordha"
"siksha o anusandhan(751017)","1","Siksha O Anusandhan","751017","Khordha"
"bjem school(751018)","3","BJEM SCHOOL","751018","Khordha"
"bauxi jagabandhu english medium school(751018)","4","Bauxi jagabandhu English medium school","751018","Khordha"
"bjem(751018)","1","Bjem","751018","Khordha"
"siksha o anusandhan university(751019)","1","SIKSHA o Anusandhan University","751019","Khordha"
"sai international school(751021)","2","Sai International School","751021","Khordha"
"bmps takshila(751024)","1","BMPS Takshila","751024","Khordha"
"central university of punjab, bathinda(751024)","2","Central University of Punjab, Bathinda","751024","Khordha"
"sai international school, bhubaneswar(751024)","1","SAI International School, Bhubaneswar","751024","Khordha"
"sai international school(751024)","1","Sai international school","751024","Khordha"
"b.j.e.m school(751025)","1","B.J.E.M SCHOOL","751025","Khordha"
"k v puri(752001)","2","K V Puri","752001","Puri"
"k. v. s. puri(752001)","1","K. V. S. Puri","752001","Puri"
"kendriya  vidyalaya  puri(752001)","20","KENDRIYA  VIDYALAYA  PURI","752001","Puri"
"kvs.puri school(752001)","1","Kvs.puri School","752001","Puri"
"k.v puri(752002)","10","K.V Puri","752002","Puri"
"kedriya vidyalaya, puri(752002)","52","Kedriya Vidyalaya, Puri","752002","Puri"
"kendriya vidyalaya samiti,puri(752002)","2","Kendriya vidyalaya samiti,puri","752002","Puri"
"kv school puri 752002(752002)","1","Kv school puri 752002","752002","Puri"
"sri jagannath medical college and hospital(752002)","1","Sri Jagannath medical College and hospital","752002","Puri"
"kendriya vidyalaya puri(752003)","1","Kendriya Vidyalaya Puri","752003","Puri"
"k. v. puri(752004)","1","K. v. puri","752004","Puri"
"kendriya vidyalaya puri(752011)","1","Kendriya vidyalaya puri","752011","Puri"
"k. v puri, odisha(752012)","1","K. V PURI, ODISHA","752012","Puri"
"kendriya vidyalaya ,puri(752012)","2","KENDRIYA VIDYALAYA ,PURI","752012","Puri"
"central university of pubjab(752015)","1","Central University of pubjab","752015","Puri"
"saraswati shishu vidya mandir banpur(752031)","1","Saraswati shishu vidya mandir banpur","752031","Khordha"
"c.v. raman global university(752054)","2","C.V. Raman Global University","752054","Khordha"
"kalahandi university(752069)","2","Kalahandi university","752069","Nayagarh"
"kalahandi university(752070)","9","Kalahandi University","752070","Nayagarh"
"madhuban school(752077)","1","Madhuban School","752077","Nayagarh"
"rc high school(752077)","1","Rc high school","752077","Nayagarh"
"guru nanak e. m public(752104)","1","Guru Nanak E. M Public","752104","Puri"
"svm sagara sundarpur pratapgarh(752496)","1","SVM Sagara Sundarpur Pratapgarh","752496",""
"svm inter college jalalabad(752598)","1","Svm inter college jalalabad","752598",""
"dav s. c. b medical public school(753001)","6","DAV S. C. B Medical Public School","753001","Cuttack"
"dav scb medical public school cda ctc(753001)","2","DAV SCB medical public school CDA ctc","753001","Cuttack"
"dav scb mps(753001)","1","DAV SCB mps","753001","Cuttack"
"girls high school(753001)","1","Girls High school","753001","Cuttack"
"kv no 1, cuttaack(753001)","1","KV No 1, Cuttaack","753001","Cuttack"
"lr dav public school(753002)","1","LR DAV PUBLIC SCHOOL","753002","Cuttack"
"dav scb medical public school(753003)","3","DAV SCB MEDICAL PUBLIC SCHOOL","753003","Cuttack"
"d.a.v. s.c.b. medical public school(753004)","5","D.A.V. S.C.B. Medical Public School","753004","Cuttack"
"dav scb public school cuttack odisha(753004)","1","DAV SCB Public school cuttack odisha","753004","Cuttack"
"l r dav public school,gandarpur(753004)","1","L R DAV PUBLIC SCHOOL,Gandarpur","753004","Cuttack"
"nitya mahavar(753004)","1","NITYA MAHAVAR","753004","Cuttack"
"kendriya vidyalaya no.-1 cuttack(753008)","2","Kendriya Vidyalaya No.-1 Cuttack","753008","Cuttack"
"scb dav medical public school cuttack(753008)","1","SCB DAV medical public school Cuttack","753008","Cuttack"
"dav scb medical public school(753012)","1","DAV SCB Medical Public School","753012","Cuttack"
"jkbk college(753012)","1","Jkbk college","753012","Cuttack"
"kv-no=1(753015)","1","KV-No=1","753015","Cuttack"
"govt polytechnic for women minorities(753159)","1","Govt polytechnic for women minorities","753159",""
"vishal mahesh kanojia(753951)","1","Vishal Mahesh kanojia","753951",""
